〇 ling,xing,yuan
墎 guo
墏 qiang
墐 jin,qin
墑 di
墒 shang
墓 mu
墔 cui
墕 yan
墖 ta
増 zeng
墘 qian
墙 qiang
墚 liang
墛 wei
墜 zhui
墝 qiao
增 ceng,zeng
墟 xu
墠 chan,shan
墡 shan
墢 ba,fei
墣 pu
墤 kuai,tui
墥 dong,tuan
墦 fan
墧 qiao,que
墨 mei,mo
墩 dun
墪 dun
墫 cun,zun
墬 di
墭 sheng
墮 duo,hui
墯 duo
墰 tan
墱 deng
墲 mu,wu
墳 fen
墴 huang
墵 tan
墶 da
墷 ye
墸 zhu
墹 jian
墺 ao
墻 qiang
墼 ji
墽 ao,qiao
墾 ken
墿 tu,yi
壀 pi
壁 bi
壂 dian
壃 jiang
壄 ye
壅 weng,yong
壆 bo,jue,xue
壇 dan,shan,tan
壈 lan
壉 ju
壊 huai
壋 dang
壌 rang
壍 qian
壎 xun
壏 lan,xian
壐 xi
壑 he,huo
壒 ai
壓 ya
壔 dao
壕 hao
壖 ruan
壗 jin
壘 lei,lv
壙 kuang
壚 lu
壛 yan
壜 tan
壝 wei
壞 huai,hui
壟 long
壠 long
壡 rui
壢 li
壣 lin
壤 rang
壥 chan
壦 xun
壧 yan
壨 lei
壩 ba
壪 wan
士 shi
壬 ren
壭 san
壮 zhuang
壯 zhuang
声 qing,sheng
壱 yi
売 mai
壳 ke,qiao
壴 zhu
壵 zhuang
壶 hu
壷 hu
壸 kun
壹 yi,yin
壺 hu
壻 xu
壼 kun
壽 shou
壾 mang
壿 zun
夀 shou
夁 yi
夂 zhi,zhong
夃 gu,ying
处 chu
夅 jiang
夆 feng,pang
备 bei
夈 zhai
変 bian
夊 sui
夋 qun
夌 ling
复 fu
夎 cuo
夏 jia,xia
夐 xiong,xuan
夑 xie
夒 nao
夓 xia
夔 kui
夕 xi,yi
外 wai
夗 wan,yuan
夘 mao,wan
夙 su
多 duo
夛 duo
夜 ye
夝 qing
夞 wai
够 gou
夠 gou
夡 qi
夢 meng
夣 meng
夤 yin
夥 huo
夦 chen
大 da,dai,tai
夨 ze
天 tian
太 ta,tai
夫 fu
夬 guai,jue
夭 wai,wo,yao
央 yang,ying
夯 ben,hang
夰 gao
失 shi,yi
夲 ben,tao
夳 tai
头 tou
夵 tao,yan
夶 bi
夷 yi
夸 kua
夹 ga,jia
夺 duo
夻 hua
夼 kuang
夽 yun
夾 ga,jia,xia,xie
夿 ba
奀 en
奁 lian
奂 huan
奃 di,ti
奄 yan
奅 pao
奆 juan
奇 ai,ji,qi,yi
奈 nai
奉 feng
奊 lie,pi,xi,xie
奋 fen,kang
奌 dian
奍 quan
奎 kui
奏 cou,zou
奐 huan
契 jie,qi,qie,xie
奒 kai
奓 chi,she,zha
奔 ben,fen
奕 yi
奖 jiang
套 tao
奘 zang,zhuang
奙 ben
奚 xi
奛 huang
奜 fei
奝 diao
奞 xun
奟 beng,keng
奠 dian,ding,ting,zheng,zun
奡 ao,xiao
奢 she
奣 weng
奤 ha,po,tai
奥 ao,you,yu
奦 wu
奧 ao
奨 jiang
奩 lian
奪 dui,duo
奫 yun
奬 jiang
奭 shi
奮 fen
奯 huo
奰 bi
奱 luan
奲 che,duo
女 nv,ru
奴 nu
奵 ding,tian
奶 nai
奷 qian
奸 gan,jian
她 chi,jie,ta
奺 jiu
奻 nuan
奼 cha
好 hao
奾 xian
奿 fan
妀 ji
妁 shuo,yue
如 ru
妃 fei,pei
妄 wang
妅 hong
妆 zhuang
妇 fu
妈 ma
妉 dan
妊 ren
妋 fu,you
妌 jing
妍 yan
妎 hai,jie
妏 wen
妐 zhong
妑 pa
妒 du
妓 ji
妔 hang,keng
妕 zhong
妖 jiao,yao
妗 jin,xian
妘 yun
妙 miao
妚 fou,pei,pi
妛 chi
妜 jue,yue
妝 zhuang
妞 hao,niu
妟 yan
妠 na,nan
妡 xin
妢 fen
妣 bi
妤 yu
妥 tuo
妦 feng
妧 wan,yuan
妨 fang
妩 wu
妪 yu
妫 gui
妬 du
妭 ba,bo
妮 ni
妯 chou,zhou
妰 zhuo
妱 zhao
妲 da
妳 nai,ni
妴 yuan
妵 tou
妶 xian,xu,xuan
妷 yi,zhi
妸 e
妹 mei
妺 mo
妻 qi
妼 bi
妽 shen
妾 qie
妿 e
姀 he
姁 xu
姂 fa
姃 zheng
姄 min
姅 ban
姆 mu
姇 fu
姈 ling
姉 zi
姊 zi
始 shi
姌 ran
姍 pan,shan,xian
姎 yang
姏 man
姐 jie,ju,xu,zu
姑 gu
姒 si
姓 sheng,xing
委 wei
姕 ci,zi
姖 ju
姗 shan
姘 pin
姙 ren
姚 tao,tiao,yao
姛 dong
姜 jiang
姝 shu
姞 ji
姟 gai
姠 xiang
姡 hua,huo
姢 juan
姣 jiao,xiao
姤 gou
姥 lao,mu
姦 jian
姧 jian
姨 yi
姩 nian
姪 zhi
姫 ji,zhen
姬 ji,yi
姭 xian
姮 heng
姯 guang
姰 jun,xin,xuan,xun
姱 hu,kua
姲 yan
姳 ming
姴 lie
姵 pei
姶 e,ya
姷 you
姸 yan
姹 cha
姺 shen,xian
姻 yin
姼 ji,shi,ti
姽 gui,wa
姾 quan
姿 zi
娀 song
威 wei
娂 hong
娃 gui,wa
娄 lou
娅 ya
娆 rao
娇 jiao
娈 luan
娉 pin,ping
娊 dan,xian
娋 shao
娌 li
娍 cheng,sheng
娎 xie
娏 mang
娐 fu
娑 suo
娒 mei,mu,wu
娓 wei
娔 ke
娕 chuo,cu,lai
娖 chuo,cu
娗 tian,ting
娘 niang
娙 xing
娚 nan
娛 yu
娜 na,nuo
娝 bi,pou
娞 nei,sui
娟 juan
娠 shen
娡 zhi
娢 han
娣 di
娤 zhuang
娥 e
娦 pin
娧 tui
娨 xian
娩 mian,wan,wen
娪 wu,yu
娫 yan
娬 wu
娭 ai,xi
娮 yan
娯 yu
娰 si
娱 yu
娲 wa
娳 li
娴 xian
娵 ju
娶 ju,qu,shu
娷 shui,zhui
娸 qi
娹 xian
娺 zhuo
娻 dong
娼 chang
娽 lu
娾 ai,e
娿 e
婀 e
婁 lei,lou,lv
婂 mian
婃 cong
婄 bu,pei,pou
婅 ju
婆 po
婇 cai
婈 ling
婉 wan
婊 biao
婋 xiao
婌 shu
婍 qi
婎 hui
婏 fan,fu
婐 wo
婑 nei,rui,wo
婒 tan
婓 fei
婔 fei
婕 jie,qie
婖 tian
婗 ni
婘 juan,quan
婙 jing
婚 hun
婛 jing
婜 jin,qian
婝 dian
婞 xing
婟 hu
婠 guan,wan
婡 lai
婢 bi
婣 yin
婤 chou,zhou
婥 chuo,nao
婦 fu
婧 jing
婨 lun
婩 an,nve
婪 lan
婫 hun,kun
婬 yin
婭 ya
婮 ju
婯 li
婰 dian
婱 xian
婲 hua
婳 hua
婴 ying
婵 chan
婶 shen
婷 ting
婸 dang,yang
婹 yao
婺 mou,mu,wu
婻 nan
婼 chuo,ruo
婽 jia
婾 tou
婿 xu
媀 yu
媁 wei
媂 di,ti
媃 rou
媄 mei
媅 dan
媆 nen,nun,ruan
媇 qin
媈 hui
媉 wo
媊 qian
媋 chun
媌 miao
媍 fu
媎 jie
媏 duan
媐 xi,yi
媑 zhong
媒 mei
媓 huang
媔 mian
媕 an,e,yan
媖 ying
媗 xuan
媘 jie
媙 wei
媚 mei
媛 yuan
媜 zheng
媝 qiu
媞 dai,shi,ti,zhi
媟 xie
媠 duo,nuo,tuo
媡 lian
媢 mao
媣 ran
媤 si
媥 pian
媦 wei
媧 wa
媨 cu
媩 hu
媪 ao,wo,yun
媫 jie
媬 bao
媭 xu
媮 tou,yu
媯 gui
媰 chu,zou
媱 yao
媲 bi,pi
媳 xi
媴 yuan
媵 sheng,ying
媶 rong
媷 ru
媸 chi
媹 liu
媺 mei
媻 pan
媼 ao
媽 ma
媾 gou
媿 chou,kui
嫀 qin,shen
嫁 jia
嫂 sao
嫃 zhen
嫄 yuan
嫅 jie,suo
嫆 rong
嫇 meng,ming
嫈 xing,ying
嫉 ji
嫊 su
嫋 niao
嫌 xian
嫍 tao
嫎 bang,pang
嫏 lang
嫐 nao
嫑 bao
嫒 ai
嫓 pi
嫔 pin
嫕 yi
嫖 biao,piao
嫗 kou,yu
嫘 lei
嫙 xuan
嫚 man,yuan
嫛 yi
嫜 zhang
嫝 kang
嫞 yong
嫟 ni
嫠 li
嫡 di
嫢 gui,zui
嫣 yan
嫤 jin
嫥 tuan,zhuan
嫦 chang
嫧 ce,ze
嫨 han,nan
嫩 nen
嫪 lao
嫫 mo
嫬 zhe
嫭 hu
嫮 hu
嫯 ao
嫰 nen
嫱 qiang
嫲 ma
嫳 pie
嫴 gu
嫵 wu
嫶 jiao,qiao
嫷 tuo
嫸 zhan
嫹 miao
嫺 xian
嫻 xian
嫼 mo
嫽 lao,liao
嫾 lian
嫿 hua
嬀 gui
嬁 deng
嬂 zhi
嬃 xu
嬄 yi
嬅 hua
嬆 xi
嬇 kui
嬈 rao,yao
嬉 xi
嬊 yan
嬋 chan
嬌 jiao
嬍 mei
嬎 fan,fu
嬏 fan
嬐 jin,xian,yan
嬑 yi
嬒 hui
嬓 jiao
嬔 fu
嬕 shi
嬖 bi
嬗 chan,shan
嬘 sui
嬙 qiang
嬚 lian
嬛 huan,qiong,xuan
嬜 xin
嬝 niao
嬞 dong
嬟 yi
嬠 can
嬡 ai
嬢 niang
嬣 ning
嬤 ma
嬥 diao,tiao
嬦 chou
嬧 jin
嬨 ci
嬩 yu
嬪 pin
嬫 rong
嬬 nou,ru
嬭 er,nai,ni
嬮 yan
嬯 tai
嬰 ying
嬱 qian
嬲 niao
嬳 yue
嬴 ying
嬵 mian
嬶 bi
嬷 ma,mo
嬸 shen
嬹 xing
嬺 ni
嬻 du
嬼 liu
嬽 yuan
嬾 lan
嬿 yan
孀 shuang
孁 ling
孂 jiao
孃 niang,rang
孄 lan
孅 qian,xian
孆 ying
孇 shuang
孈 hui,xie
孉 huan,quan
孊 mi
孋 li
孌 lian,luan
孍 yan
孎 chuo,shu,zhu
孏 lan
子 zi
孑 jie
孒 jue
孓 jue
孔 kong
孕 yun
孖 ma,zi
字 zi
存 cun
孙 sun
孚 fu
孛 bei,bo
孜 zi
孝 xiao
孞 xin
孟 meng
孠 si
孡 tai
孢 bao
季 ji
孤 gu
孥 nu
学 xue
孧 you
孨 ni,zhuan
孩 hai
孪 luan
孫 sun,xun
孬 nao
孭 mie
孮 cong
孯 qian
孰 shu
孱 can,chan,jian,zhan
孲 ya
孳 zi
孴 ni,yi
孵 fu
孶 zi
孷 li
學 hua,jiao,xue
孹 bo
孺 ru
孻 nai
孼 nie
孽 nie
孾 ying
孿 luan
宀 mian
宁 ning,zhu
宂 rong
它 ta,tuo,yi
宄 gui
宅 che,du,zhai
宆 qiong
宇 yu
守 shou
安 an
宊 jia,tu
宋 song
完 kuan,wan
宍 rou
宎 yao
宏 hong
宐 yi
宑 jing
宒 zhun
宓 fu,mi
宔 zhu
宕 dang
宖 hong
宗 zong
官 guan
宙 zhou
定 ding
宛 wan,yu,yuan,yun
宜 yi
宝 bao
实 shi
実 shi
宠 chong
审 shen
客 ke,qia
宣 xuan
室 shi
宥 you
宦 huan
宧 yi
宨 tiao
宩 shi
宪 xian,xiong
宫 gong
宬 cheng
宭 qun
宮 gong
宯 xiao
宰 zai
宱 zha
宲 bao,shi
害 hai,he
宴 yan
宵 xiao
家 gu,jia,jie
宷 shen
宸 chen
容 rong,yong
宺 huang
宻 mi
宼 kou
宽 kuan
宾 bin
宿 qi,su,xiu
寀 cai
寁 zan
寂 ji
寃 yuan
寄 ji
寅 yin
密 mi
寇 kou
寈 qing
寉 he
寊 zhen
寋 jian
富 fu
寍 ning
寎 bing
寏 huan
寐 mei
寑 qin
寒 han
寓 yu
寔 shi
寕 ning
寖 jin
寗 ning
寘 tian,zhi
寙 yu
寚 bao
寛 kuan
寜 ning
寝 qin
寞 mo
察 cha,cui
寠 ju,lou,lv
寡 gua
寢 qin
寣 hu
寤 wu
寥 liao
實 shi,zhi
寧 ning
寨 qian,se,zhai
審 pan,shen
寪 wei
寫 xie
寬 kuan
寭 hui
寮 liao
寯 jun
寰 huan,xian
寱 yi
寲 yi
寳 bao
寴 qin
寵 chong,long
寶 bao
寷 feng
寸 cun
对 dui
寺 shi,si
寻 xin,xun
导 dao
寽 lv,lve
対 dui
寿 shou
尀 po
封 bian,feng
専 zhuan
尃 bu,fu,po
射 she,ye,yi
尅 ke,kei
将 jiang,qiang
將 jiang,qiang,yang
專 shuan,tuan,zhuan
尉 wei,yu,yun
尊 zun
尋 xin,xun
尌 shu,zhu
對 dui
導 dao
小 xiao
尐 ji,jie
少 shao
尒 er
尓 er
尔 er
尕 ga
尖 jian
尗 shu
尘 chen
尙 shang
尚 chang,shang
尛 mo
尜 ga
尝 chang
尞 liao
尟 xian
尠 xian
尡 kun
尢 wang,you
尣 wang
尤 you
尥 liao,niao
尦 liao
尧 yao
尨 mang,meng,pang
尩 wang
尪 wang
尫 wang
尬 ga
尭 yao
尮 duo
尯 kui
尰 zhong
就 jiu
尲 gan
尳 gu
尴 gan
尵 tui,zhuai
尶 gan
尷 gan
尸 shi
尹 yin,yun
尺 che,chi
尻 kao
尼 ni
尽 jin
尾 wei,yi
尿 niao,sui
局 ju
屁 pi
层 ceng
屃 xi
屄 bi
居 ji,ju
屆 jie
屇 tian
屈 ju,jue,qu,que
屉 ti
届 jie
屋 wu
屌 diao
屍 shi
屎 shi,xi
屏 bing,ping
屐 ji
屑 xie
屒 zhen
屓 xie
屔 ni
展 zhan
屖 xi
屗 wei
屘 man
屙 e
屚 lou
屛 ping
屜 ti
屝 fei
属 shu,zhu
屟 ti,xie
屠 tu
屡 lv
屢 lv
屣 xi
層 ceng
履 lv
屦 ju
屧 xie
屨 ju
屩 jue
屪 liao
屫 jue
屬 shu,zhu
屭 xi
屮 cao,che
屯 tun,zhun
屰 ji,ni,po
山 shan
屲 wa
屳 xian
屴 li
屵 e,yan
屶 hui
屷 hui
屸 hong,long
屹 ge,yi
屺 qi
屻 ren
屼 wu
屽 an,han
屾 shen
屿 yu
岀 chu
岁 sui
岂 kai,qi
岃 ren
岄 yue
岅 ban
岆 yao
岇 ang
岈 xia,ya
岉 wu
岊 jie
岋 e,ji
岌 ji
岍 qian
岎 cha,fen
岏 wan
岐 qi
岑 cen
岒 qian
岓 qi
岔 cha
岕 jie
岖 qu
岗 gang
岘 xian
岙 ao
岚 lan
岛 dao
岜 ba
岝 zuo
岞 zuo
岟 yang
岠 ju
岡 gang
岢 ke
岣 gou
岤 xue
岥 po
岦 li
岧 tiao
岨 ju,qu,zu
岩 yan
岪 fu
岫 xiu
岬 jia
岭 ling
岮 tuo
岯 pi
岰 ao
岱 dai
岲 kuang
岳 yue
岴 qu
岵 hu
岶 po
岷 min
岸 an
岹 tiao
岺 ling
岻 chi
岼 ping
岽 dong
岾 han
岿 kui
峀 xiu
峁 mao
峂 tong
峃 xue
峄 yi
峅 bian
峆 he
峇 ba,ke
峈 luo
峉 e
峊 fu,nie
峋 xun
峌 die
峍 lu
峎 en
峏 er
峐 gai
峑 quan
峒 dong,tong
峓 yi
峔 mu
峕 shi
峖 an
峗 wei
峘 huan
峙 shi,zhi
峚 mi
峛 li,lie
峜 ji
峝 tong
峞 wei
峟 you
峠 qia
峡 xia
峢 li
峣 yao
峤 jiao,qiao
峥 zheng
峦 luan
峧 jiao
峨 e
峩 e
峪 yu
峫 xie,ye
峬 bu
峭 qiao
峮 qun
峯 feng
峰 feng
峱 nao
峲 li
峳 you
峴 xian
峵 rong
島 dao
峷 shen
峸 cheng
峹 tu
峺 geng
峻 jun
峼 gao
峽 xia
峾 yin
峿 wu,yu
崀 lang
崁 kan
崂 lao
崃 lai
崄 xian
崅 que
崆 kong
崇 chong
崈 chong
崉 ta
崊 lin
崋 hua
崌 ju
崍 lai
崎 qi,yi
崏 min
崐 kun
崑 kun
崒 cui,zu
崓 gu
崔 cui
崕 ya
崖 ya
崗 gang
崘 lun
崙 lun
崚 leng,ling
崛 jue,yu
崜 duo
崝 zheng
崞 guo
崟 yin
崠 dong
崡 han
崢 zheng
崣 wei
崤 xiao,yao
崥 bi,pi
崦 yan
崧 song
崨 jie
崩 beng
崪 zu
崫 jue,ku
崬 dong
崭 zhan
崮 gu
崯 yin
崰 zi
崱 ze
崲 huang
崳 yu
崴 wai,wei
崵 dang,yang
崶 feng
崷 qiu
崸 yang
崹 ti
崺 yi
崻 zhi
崼 die,shi
崽 zai
崾 yao
崿 e
嵀 zhu
嵁 kan,zhan
嵂 lv
嵃 yan
嵄 mei
嵅 han
嵆 ji
嵇 ji,xi
嵈 huan
嵉 ting
嵊 cheng,sheng
嵋 mei
嵌 han,kan,qian
嵍 mao,wu
嵎 yu
嵏 zong
嵐 lan
嵑 jie,ke
嵒 nie,yan
嵓 yan
嵔 wei
嵕 zong
嵖 cha
嵗 sui
嵘 rong
嵙 ke
嵚 qin
嵛 yu
嵜 qi
嵝 lou
嵞 tu
嵟 dui
嵠 xi
嵡 weng
嵢 cang
嵣 dang,tang
嵤 rong,ying
嵥 jie
嵦 ai,kai
嵧 liu
嵨 wu
嵩 song
嵪 kao,qiao
嵫 zi
嵬 wei
嵭 beng
嵮 dian
嵯 ci,cuo
嵰 qian
嵱 yong
嵲 nie
嵳 cuo
嵴 ji
嵵 shi
嵶 ruo
嵷 song
嵸 zong
嵹 jiang
嵺 jiao,liao
嵻 kang
嵼 chan
嵽 di,die
嵾 can,cen
嵿 ding
嶀 tu
嶁 lou
嶂 zhang
嶃 zhan
嶄 chan,zhan
嶅 ao
嶆 cao
嶇 qu
嶈 qiang
嶉 cui,zui
嶊 zui
嶋 dao
嶌 dao
嶍 xi
嶎 yu
嶏 pei,pi
嶐 long
嶑 xiang
嶒 ceng,zheng
嶓 bo
嶔 qin
嶕 jiao
嶖 yan
嶗 lao
嶘 zhan
嶙 lin
嶚 liao
嶛 liao
嶜 jin,qin
嶝 deng
嶞 duo
嶟 zun
嶠 jiao,qiao
嶡 gui,jue
嶢 yao
嶣 jiao
嶤 yao
嶥 jue
嶦 shan,zhan
嶧 yi
嶨 xue
嶩 nao
嶪 ye
嶫 ye
嶬 yi
嶭 nie
嶮 xian,yan
嶯 ji
嶰 jie,xie
嶱 ke
嶲 xi
嶳 di
嶴 ao
嶵 zui
嶶 wei
嶷 ni,yi
嶸 rong
嶹 dao
嶺 ling
嶻 jie
嶼 xu,yu
嶽 yue
嶾 yin
嶿 ru
巀 jie
巁 li,lie
巂 gui,juan,xi
巃 long
巄 long
巅 dian
巆 hong,rong,ying
巇 xi
巈 ju
巉 chan
巊 ying
巋 kui,wei
巌 yan
巍 wei
巎 nao
巏 quan
巐 chao
巑 cuan
巒 luan
巓 dian
巔 dian
巕 nie
巖 yan
巗 yan
巘 yan
巙 kui,nao
巚 yan
巛 chuan,shun
巜 huan,kuai
川 chuan
州 zhou
巟 huang
巠 jing,xing
巡 shun,xun,yan
巢 chao
巣 chao
巤 lie
工 gong
左 zuo
巧 qiao
巨 ju,qu
巩 gong
巪 ju
巫 wu
巬 pu
巭 pu
差 cha,chai,ci,cuo,jie
巯 qiu
巰 qiu
己 ji,qi
已 si,yi
巳 si,yi
巴 ba
巵 zhi
巶 zhao
巷 hang,xiang
巸 yi
巹 jin
巺 xun
巻 juan
巼 ba
巽 xun,zhuan
巾 jin
巿 fu,po
帀 za
币 bi,yin
市 fu,shi
布 bu
帄 ding
帅 shuai
帆 fan
帇 nie
师 shi
帉 fen
帊 pa
帋 zhi
希 xi
帍 hu
帎 dan
帏 wei
帐 zhang
帑 nu,tang
帒 dai
帓 mo,wa
帔 pei,pi
帕 mo,pa
帖 tie
帗 bo,fu
帘 chen,lian
帙 zhi
帚 zhou
帛 bo
帜 zhi
帝 di
帞 mo
帟 yi
帠 yi
帡 ping
帢 qia
帣 juan
帤 ru
帥 shuai
带 dai
帧 zhen,zheng
帨 shui
帩 qiao
帪 zhen
師 shi
帬 qun
席 xi
帮 bang
帯 dai
帰 gui
帱 chou,dao
帲 ping
帳 zhang
帴 jian,san
帵 wan
帶 dai
帷 wei
常 chang
帹 qie,sha
帺 ji,qi
帻 ze
帼 guo
帽 mao
帾 du
帿 hou
幀 zheng
幁 xu
幂 mi
幃 wei
幄 wo
幅 bi,fu
幆 kai,yi
幇 bang
幈 ping
幉 die
幊 gong
幋 pan
幌 huang
幍 tao
幎 mi
幏 jia
幐 teng
幑 hui
幒 zhong
幓 qiao,shan,shen
幔 man
幕 man,mu
幖 biao
幗 guo
幘 ce,ze
幙 mu
幚 bang
幛 zhang
幜 jing
幝 chan
幞 fu
幟 zhi
幠 hu,wu
幡 fan
幢 chuang,zhuang
幣 bi
幤 bi
幥 zhang
幦 mi
幧 qiao
幨 chan
幩 fen
幪 meng
幫 bang
幬 chou,dao
幭 mie
幮 chu
幯 jie
幰 xian
幱 lan
干 an,gan
平 beng,bing,pian,ping
年 nian,ning
幵 jian,qian
并 bing
幷 bing
幸 nie,xing
幹 gan,guan,han
幺 mi,yao
幻 huan
幼 yao,you
幽 you
幾 ji,qi
广 an,guang,yan
庀 pi
庁 ting
庂 ze
広 guang
庄 peng,zhuang
庅 mo
庆 qing
庇 bi,pi
庈 qin
庉 dun,tun
床 chuang
庋 gui
庌 ya
庍 bai,ting,xin
庎 jie
序 xu
庐 lu
庑 wu
庒 zhuang
库 ku
应 ying
底 de,di
庖 pao
店 dian
庘 ya
庙 miao
庚 geng
庛 ci
府 fu
庝 tong
庞 pang
废 fei
庠 xiang
庡 yi
庢 zhi
庣 tiao
庤 zhi
庥 xiu
度 du,duo,zhai
座 zuo
庨 xiao
庩 tu
庪 gui
庫 ku
庬 mang,meng
庭 ting
庮 you
庯 bu
庰 bing
庱 cheng
庲 lai
庳 bi,pi
庴 ji
庵 an,e,yan
庶 shu,zhe,zhu
康 kang
庸 yong
庹 tuo
庺 song
庻 shu
庼 qing
庽 yu
庾 yu
庿 miao
廀 sou
廁 ce,ci,si,ze
廂 xiang
廃 fei
廄 jiu
廅 e
廆 gui,hui,wei
廇 liu
廈 sha,xia
廉 lian
廊 lang
廋 sou
廌 zhi
廍 bu
廎 qing
廏 jiu
廐 jiu
廑 jin,qin
廒 ao
廓 kuo
廔 lou
廕 yin
廖 liao
廗 dai
廘 lu
廙 yi
廚 chu
廛 chan
廜 tu
廝 si
廞 qian,xin
廟 miao
廠 chang
廡 wu
廢 fei
廣 guang,kuang
廤 ku
廥 kuai
廦 bi
廧 qiang,se
廨 xie
廩 lan,lin
廪 lin
廫 liao
廬 lu,lv
廭 ji
廮 ying
廯 xian
廰 ting
廱 yong
廲 li
廳 ting
廴 yin
廵 xun
延 yan
廷 ting
廸 di
廹 pai,po
建 jian
廻 hui
廼 nai
廽 hui
廾 gong
廿 nian
开 kai
弁 bian,pan
异 yi
弃 qi
弄 long,nong
弅 fen
弆 ju,qu
弇 nan,yan
弈 yi
弉 zang
弊 bi
弋 yi
弌 yi
弍 er
弎 san
式 shi,te
弐 er
弑 shi
弒 shi
弓 gong
弔 di,diao
引 yin
弖 hu
弗 fu
弘 hong
弙 wu
弚 tui
弛 chi
弜 jiang
弝 ba
弞 shen
弟 di,ti,tui
张 zhang
弡 jue,zhang
弢 tao
弣 fu
弤 di
弥 mi
弦 xian
弧 hu
弨 chao
弩 nu
弪 jing
弫 zhen
弬 yi
弭 mi
弮 juan,quan
弯 wan
弰 shao
弱 ruo
弲 xuan,yuan
弳 jing
弴 diao
張 zhang
弶 jiang
強 jiang,qiang
弸 peng
弹 dan,tan
强 jiang,qiang
弻 bi
弼 bi
弽 she
弾 dan
弿 jian
彀 gou,kou
彁 ge
彂 fa
彃 bi
彄 kou
彅 jian
彆 bie
彇 xiao
彈 dan,tan
彉 guo
彊 jiang,qiang
彋 hong
彌 mi,ni
彍 guo
彎 wan
彏 jue
彐 ji
彑 ji
归 gui
当 dang
彔 lu
录 lu
彖 shi,tuan
彗 hui,sui
彘 zhi
彙 hui
彚 hui
彛 yi
彜 yi
彝 yi
彞 yi
彟 yue
彠 yue
彡 shan,xian
形 xing
彣 wen
彤 tong
彥 yan
彦 pan,yan
彧 yu
彨 chi
彩 cai
彪 biao
彫 diao
彬 ban,bin
彭 bang,pang,peng
彮 yong
彯 miao,piao
彰 zhang
影 ying
彲 chi
彳 chi,fu
彴 bo,zhuo
彵 tuo,yi
彶 ji
彷 fang,pang
彸 zhong
役 yi
彺 wang
彻 che
彼 bi
彽 di
彾 ling
彿 fu
往 wang
征 zheng
徂 cu
徃 wang
径 jing
待 dai
徆 xi
徇 xun
很 hen
徉 yang
徊 huai,hui
律 lv
後 hou
徍 wa,wang
徎 cheng,zheng
徏 zhi
徐 xu
徑 jing
徒 tu
従 cong
徔 zhi
徕 lai
徖 cong
得 de,dei
徘 pai
徙 si,xi
徚 dong
徛 ji
徜 chang
徝 zhi
從 cong,zong
徟 zhou
徠 lai
御 ya,yu
徢 xie
徣 jie
徤 jian
徥 shi,ti
徦 jia,xia
徧 bian,pian
徨 huang
復 fu
循 xun
徫 wei
徬 bang,pang
徭 yao
微 wei
徯 xi
徰 zheng
徱 piao
徲 chi,ti
徳 de
徴 zheng
徵 cheng,zheng,zhi
徶 bie
德 de
徸 chong,zhong
徹 che
徺 jiao
徻 hui
徼 jiao,yao
徽 hui
徾 mei
徿 long
忀 rang,xiang
忁 bao
忂 ju,qu
心 xin
忄 xin
必 bi
忆 yi
忇 le
忈 ren
忉 dao
忊 ding,ting
忋 gai
忌 ji
忍 ren
忎 ren
忏 chan,qian
忐 keng,tan
忑 dao,te
忒 te,tei,tui
忓 gan,han
忔 qi,yi
忕 shi,tai
忖 cun
志 zhi
忘 wang
忙 mang
忚 lie,xi
忛 fan
応 ying
忝 tian
忞 min,wen
忟 wen
忠 zhong
忡 chong
忢 wu
忣 ji
忤 wu
忥 xi
忦 jia
忧 you
忨 wan
忩 cong
忪 song,zhong
快 kuai
忬 shu,yu
忭 bian
忮 qi,zhi
忯 qi,shi
忰 cui
忱 chen,dan
忲 tai
忳 dun,tun,zhun
忴 qian,qin
念 nian
忶 hun
忷 xiong
忸 niu
忹 kuang,wang
忺 xian
忻 xin
忼 hang,kang
忽 hu
忾 kai,qi
忿 fen
怀 fu,huai
态 tai
怂 song
怃 wu
怄 ou
怅 chang
怆 chuang
怇 ju
怈 yi
怉 bao
怊 chao
怋 men,min
怌 pei
怍 zha,zuo
怎 zen
怏 yang
怐 ju,kou
怑 ban
怒 nu
怓 nao,niu
怔 zheng
怕 bo,pa
怖 bu
怗 tie,zhan
怘 gu,hu
怙 hu,tie
怚 cu,ju,qu,zu
怛 da,dan
怜 lian,ling
思 sai,si
怞 chou,you
怟 di
怠 dai,yi
怡 yi
怢 die,tu,tui
怣 you
怤 fu
急 ji
怦 peng
性 xing
怨 yuan,yun
怩 ni
怪 guai
怫 bei,fei,fu
怬 xi
怭 bi
怮 yao,you
怯 qie
怰 xuan
怱 cong
怲 bing
怳 huang
怴 xu,xue
怵 chu,xu
怶 bi,pi
怷 shu
怸 xi
怹 tan
怺 yong
总 zong
怼 dui
怽 mo
怾 zhi
怿 yi
恀 shi
恁 nen,nin,ren
恂 shun,xun
恃 shi,zhi
恄 xi
恅 lao
恆 geng,heng
恇 kuang
恈 mou
恉 zhi
恊 xie
恋 lian
恌 tiao,yao
恍 guang,huang
恎 die
恏 hao
恐 kong
恑 gui,wei
恒 heng
恓 qi,xi,xu
恔 jiao,xiao
恕 shu
恖 si
恗 hu,kua
恘 qiu
恙 yang
恚 hui
恛 hui
恜 chi
恝 jia,qi
恞 yi
恟 xiong
恠 guai
恡 lin
恢 hui
恣 zi
恤 xu
恥 chi
恦 shang
恧 nv
恨 hen
恩 en
恪 ke
恫 dong,tong
